threshold, tp, fp, fn
1, 0, 1, 8
2, 0, 2, 8
3, 1, 2, 7
4, 2, 2, 6
5, 3, 2, 5
6, 4, 2, 4
7, 5, 2, 3
8, 6, 2, 2
9, 7, 2, 1
10, 8, 2, 0
15, 8, 7, 0
20, 8, 12, 0
25, 8, 17, 0
30, 8, 22, 0
35, 8, 27, 0
40, 8, 32, 0
45, 8, 37, 0
50, 8, 42, 0
55, 8, 47, 0
60, 8, 52, 0
65, 8, 57, 0
70, 8, 62, 0
75, 8, 67, 0
80, 8, 72, 0
85, 8, 77, 0
90, 8, 82, 0
95, 8, 87, 0
