threshold, tp, fp, fn
1, 1, 0, 10
2, 2, 0, 9
3, 3, 0, 8
4, 4, 0, 7
5, 5, 0, 6
6, 6, 0, 5
7, 7, 0, 4
8, 8, 0, 3
9, 8, 1, 3
10, 8, 2, 3
15, 8, 7, 3
20, 8, 12, 3
25, 8, 17, 3
30, 8, 22, 3
35, 8, 27, 3
40, 8, 32, 3
45, 8, 37, 3
50, 8, 42, 3
55, 8, 47, 3
60, 8, 52, 3
65, 8, 57, 3
70, 8, 62, 3
75, 8, 67, 3
80, 8, 72, 3
85, 8, 77, 3
90, 8, 82, 3
95, 8, 87, 3
