threshold, tp, fp, fn
1, 1, 0, 18
2, 2, 0, 17
3, 3, 0, 16
4, 3, 1, 16
5, 4, 1, 15
6, 4, 2, 15
7, 5, 2, 14
8, 6, 2, 13
9, 7, 2, 12
10, 8, 2, 11
15, 8, 7, 11
20, 10, 10, 9
25, 11, 14, 8
30, 11, 19, 8
35, 11, 24, 8
40, 11, 29, 8
45, 11, 34, 8
50, 11, 39, 8
55, 11, 44, 8
60, 11, 49, 8
65, 11, 54, 8
70, 11, 59, 8
75, 11, 64, 8
80, 11, 69, 8
85, 11, 74, 8
90, 11, 79, 8
95, 11, 84, 8
