threshold, tp, fp, fn
1, 1, 0, 26
2, 2, 0, 25
3, 3, 0, 24
4, 4, 0, 23
5, 5, 0, 22
6, 6, 0, 21
7, 7, 0, 20
8, 8, 0, 19
9, 9, 0, 18
10, 10, 0, 17
15, 10, 5, 17
20, 10, 10, 17
25, 10, 15, 17
30, 10, 20, 17
35, 10, 25, 17
40, 10, 30, 17
45, 10, 35, 17
50, 10, 40, 17
55, 10, 45, 17
60, 10, 50, 17
65, 10, 55, 17
70, 10, 60, 17
75, 10, 65, 17
80, 10, 70, 17
85, 10, 75, 17
90, 10, 80, 17
95, 10, 85, 17
