threshold, tp, fp, fn
1, 1, 0, 41
2, 2, 0, 40
3, 3, 0, 39
4, 4, 0, 38
5, 5, 0, 37
6, 6, 0, 36
7, 7, 0, 35
8, 8, 0, 34
9, 9, 0, 33
10, 9, 1, 33
15, 12, 3, 30
20, 13, 7, 29
25, 13, 12, 29
30, 14, 16, 28
35, 14, 21, 28
40, 14, 26, 28
45, 14, 31, 28
50, 14, 36, 28
55, 14, 41, 28
60, 14, 46, 28
65, 14, 51, 28
70, 14, 56, 28
75, 14, 61, 28
80, 14, 66, 28
85, 14, 71, 28
90, 14, 76, 28
95, 14, 81, 28
