threshold, tp, fp, fn
1, 0, 1, 47
2, 1, 1, 46
3, 2, 1, 45
4, 3, 1, 44
5, 4, 1, 43
6, 4, 2, 43
7, 5, 2, 42
8, 6, 2, 41
9, 7, 2, 40
10, 8, 2, 39
15, 12, 3, 35
20, 14, 6, 33
25, 14, 11, 33
30, 14, 16, 33
35, 14, 21, 33
40, 14, 26, 33
45, 14, 31, 33
50, 14, 36, 33
55, 14, 41, 33
60, 14, 46, 33
65, 14, 51, 33
70, 14, 56, 33
75, 14, 61, 33
80, 14, 66, 33
85, 14, 71, 33
90, 14, 76, 33
95, 14, 81, 33
