threshold, tp, fp, fn
1, 1, 0, 46
2, 2, 0, 45
3, 3, 0, 44
4, 4, 0, 43
5, 5, 0, 42
6, 6, 0, 41
7, 6, 1, 41
8, 7, 1, 40
9, 8, 1, 39
10, 8, 2, 39
15, 11, 4, 36
20, 11, 9, 36
25, 11, 14, 36
30, 11, 19, 36
35, 11, 24, 36
40, 11, 29, 36
45, 11, 34, 36
50, 11, 39, 36
55, 11, 44, 36
60, 11, 49, 36
65, 11, 54, 36
70, 11, 59, 36
75, 11, 64, 36
80, 11, 69, 36
85, 11, 74, 36
90, 11, 79, 36
95, 11, 84, 36
