threshold, tp, fp, fn
1, 1, 0, 54
2, 2, 0, 53
3, 3, 0, 52
4, 4, 0, 51
5, 4, 1, 51
6, 5, 1, 50
7, 6, 1, 49
8, 7, 1, 48
9, 8, 1, 47
10, 8, 2, 47
15, 12, 3, 43
20, 12, 8, 43
25, 12, 13, 43
30, 12, 18, 43
35, 12, 23, 43
40, 12, 28, 43
45, 12, 33, 43
50, 12, 38, 43
55, 12, 43, 43
60, 12, 48, 43
65, 12, 53, 43
70, 12, 58, 43
75, 12, 63, 43
80, 12, 68, 43
85, 12, 73, 43
90, 12, 78, 43
95, 12, 83, 43
