threshold, tp, fp, fn, numKnownAddresses
1, 1, 0, 50, 13250
2, 2, 0, 49, 13250
3, 3, 0, 48, 13250
4, 4, 0, 47, 13250
5, 4, 1, 47, 13250
6, 5, 1, 46, 13250
7, 6, 1, 45, 13250
8, 6, 2, 45, 13250
9, 7, 2, 44, 13250
10, 8, 2, 43, 13250
15, 10, 5, 41, 13250
20, 12, 8, 39, 13250
25, 12, 13, 39, 13250
30, 12, 18, 39, 13250
35, 12, 23, 39, 13250
40, 12, 28, 39, 13250
45, 12, 33, 39, 13250
50, 12, 38, 39, 13250
55, 12, 43, 39, 13250
60, 12, 48, 39, 13250
65, 12, 53, 39, 13250
70, 12, 58, 39, 13250
75, 12, 63, 39, 13250
80, 12, 68, 39, 13250
85, 12, 73, 39, 13250
90, 12, 78, 39, 13250
95, 12, 83, 39, 13250
